,N0 [atoms/b-cm],ZAID,XS [barns],MT,T chamber [Kelvin],P chamber [Pa],Theta,Xe Conc [atoms/b-cm]
312,0.0,340760,3.441722262525998e-05,107,468.0,489500.0,60.0,0.0
313,0.0,340770,9.955065737361912e-05,107,468.0,489500.0,60.0,0.0
314,0.0,340780,2.3313580579876205e-06,107,468.0,489500.0,60.0,0.0
315,0.0,340790,1.045677607948389e-05,107,468.0,489500.0,60.0,0.0
316,0.0,340800,1.4622864589690258e-06,107,468.0,489500.0,60.0,0.0
317,0.0,340820,6.225939918797404e-09,107,468.0,489500.0,60.0,0.0
318,0.0,350790,7.42755679386746e-06,107,468.0,489500.0,60.0,0.0
319,0.0,350810,5.016088400296414e-07,107,468.0,489500.0,60.0,0.0
320,0.0,360800,2.5250133657354936e-05,107,468.0,489500.0,60.0,0.0
321,0.0,360820,3.118067959224341e-06,107,468.0,489500.0,60.0,0.0
322,0.0,360830,8.115512028057697e-07,107,468.0,489500.0,60.0,0.0
323,0.0,360840,2.1046344369994892e-07,107,468.0,489500.0,60.0,0.0
324,0.0,360850,1.7216891746478522e-07,107,468.0,489500.0,60.0,0.0
325,0.0,360860,2.926473220268267e-08,107,468.0,489500.0,60.0,0.0
326,0.0,370850,6.904553907563549e-07,107,468.0,489500.0,60.0,0.0
327,0.0,370860,1.0559117662809958e-06,107,468.0,489500.0,60.0,0.0
328,0.0,370870,1.3045537338248664e-07,107,468.0,489500.0,60.0,0.0
329,0.0,380840,1.3266170833696586e-05,107,468.0,489500.0,60.0,0.0
330,0.0,380860,9.367193092797629e-07,107,468.0,489500.0,60.0,0.0
331,0.0,380870,3.862299616404917e-06,107,468.0,489500.0,60.0,0.0
332,0.0,380880,7.021159205970633e-08,107,468.0,489500.0,60.0,0.0
333,0.0,380890,5.220397611871521e-07,107,468.0,489500.0,60.0,0.0
334,0.0,380900,1.0919640884012306e-07,107,468.0,489500.0,60.0,0.0
335,0.0,390890,5.04076943538042e-07,107,468.0,489500.0,60.0,0.0
336,0.0,390900,0.0,107,468.0,489500.0,60.0,0.0
337,0.0,390910,4.6931743754125516e-07,107,468.0,489500.0,60.0,0.0
338,0.0,40090,0.0058124677113820635,107,468.0,489500.0,60.0,0.0
339,0.0013955,400900,8.205184928947728e-07,107,468.0,489500.0,60.0,0.0
340,0.00030771,400910,1.9399873587984007e-05,107,468.0,489500.0,60.0,0.0
341,0.000475519,400920,7.594333126486742e-06,107,468.0,489500.0,60.0,0.0
342,0.0,400930,0.0,107,468.0,489500.0,60.0,0.0
343,0.000492387,400940,7.968601104704021e-07,107,468.0,489500.0,60.0,0.0
344,0.0,400950,0.0,107,468.0,489500.0,60.0,0.0
345,8.10186e-05,400960,1.0838897114318807e-07,107,468.0,489500.0,60.0,0.0
346,0.0,410930,1.5749537996354322e-05,107,468.0,489500.0,60.0,0.0
347,0.0,410940,1.3835956263310624e-05,107,468.0,489500.0,60.0,0.0
348,0.0,410950,2.97495000902943e-06,107,468.0,489500.0,60.0,0.0
349,0.0,420940,0.00012808342975103684,107,468.0,489500.0,60.0,0.0
350,0.0,420950,9.373981955774477e-05,107,468.0,489500.0,60.0,0.0
351,0.0,420960,1.1655798164223533e-05,107,468.0,489500.0,60.0,0.0
352,0.0,420970,1.3077361678477576e-05,107,468.0,489500.0,60.0,0.0
353,0.0,420980,1.2409584755209048e-06,107,468.0,489500.0,60.0,0.0
354,0.0,420990,9.795562449404058e-07,107,468.0,489500.0,60.0,0.0
355,0.0,421000,2.261748991506109e-07,107,468.0,489500.0,60.0,0.0
356,0.0,430990,1.4086506164920977e-06,107,468.0,489500.0,60.0,0.0
357,0.0,440980,8.860980026278755e-05,107,468.0,489500.0,60.0,0.0
358,0.0,440990,0.00015000940804304235,107,468.0,489500.0,60.0,0.0
359,0.0,441000,9.502885363605793e-06,107,468.0,489500.0,60.0,0.0
360,0.0,441010,3.3703121062857286e-06,107,468.0,489500.0,60.0,0.0
361,0.0,441020,2.603933150461435e-06,107,468.0,489500.0,60.0,0.0
362,0.0,441030,1.5570573599192955e-06,107,468.0,489500.0,60.0,0.0
363,0.0,441040,1.3989964701157012e-07,107,468.0,489500.0,60.0,0.0
364,0.0,441050,5.011005663943308e-07,107,468.0,489500.0,60.0,0.0
365,0.0,441060,1.587355352895022e-08,107,468.0,489500.0,60.0,0.0
366,0.0,451030,1.6175083428816958e-06,107,468.0,489500.0,60.0,0.0
367,0.0,451050,4.2930882334076447e-07,107,468.0,489500.0,60.0,0.0
368,0.0,461040,1.5733173179417882e-05,107,468.0,489500.0,60.0,0.0
